03/01/17,00:00:00,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:01:01,INFO,Exception Occurred - Login successful.
03/01/17,00:02:02,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:03:03,FATAL,Out of memory.
03/01/17,00:04:04,WARN,Deprecated method used.
03/01/17,00:05:05,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:06:06,INFO,Exception Occurred - Login successful.
03/01/17,00:07:07,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:08:08,FATAL,Out of memory.
03/01/17,00:09:09,WARN,Deprecated method used.
03/01/17,00:10:10,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:11:11,INFO,Exception Occurred - Login successful.
03/01/17,00:12:12,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:13:13,FATAL,Out of memory.
03/01/17,00:14:14,WARN,Deprecated method used.
03/01/17,00:15:15,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:16:16,INFO,Exception Occurred - Login successful.
03/01/17,00:17:17,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:18:18,FATAL,Out of memory.
03/01/17,00:19:19,WARN,Deprecated method used.
03/01/17,00:20:20,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:21:21,INFO,Exception Occurred - Login successful.
03/01/17,00:22:22,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:23:23,FATAL,Out of memory.
03/01/17,00:24:24,WARN,Deprecated method used.
03/01/17,00:25:25,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:26:26,INFO,Exception Occurred - Login successful.
03/01/17,00:27:27,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:28:28,FATAL,Out of memory.
03/01/17,00:29:29,WARN,Deprecated method used.
03/01/17,00:30:30,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:31:31,INFO,Exception Occurred - Login successful.
03/01/17,00:32:32,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:33:33,FATAL,Out of memory.
03/01/17,00:34:34,WARN,Deprecated method used.
03/01/17,00:35:35,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:36:36,INFO,Exception Occurred - Login successful.
03/01/17,00:37:37,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:38:38,FATAL,Out of memory.
03/01/17,00:39:39,WARN,Deprecated method used.
03/01/17,00:40:40,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:41:41,INFO,Exception Occurred - Login successful.
03/01/17,00:42:42,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:43:43,FATAL,Out of memory.
03/01/17,00:44:44,WARN,Deprecated method used.
03/01/17,00:45:45,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:46:46,INFO,Exception Occurred - Login successful.
03/01/17,00:47:47,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:48:48,FATAL,Out of memory.
03/01/17,00:49:49,WARN,Deprecated method used.
03/01/17,00:50:50,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:51:51,INFO,Exception Occurred - Login successful.
03/01/17,00:52:52,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:53:53,FATAL,Out of memory.
03/01/17,00:54:54,WARN,Deprecated method used.
03/01/17,00:55:55,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,00:56:56,INFO,Exception Occurred - Login successful.
03/01/17,00:57:57,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,00:58:58,FATAL,Out of memory.
03/01/17,00:59:59,WARN,Deprecated method used.
03/01/17,01:00:00,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:01:01,INFO,Exception Occurred - Login successful.
03/01/17,01:02:02,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:03:03,FATAL,Out of memory.
03/01/17,01:04:04,WARN,Deprecated method used.
03/01/17,01:05:05,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:06:06,INFO,Exception Occurred - Login successful.
03/01/17,01:07:07,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:08:08,FATAL,Out of memory.
03/01/17,01:09:09,WARN,Deprecated method used.
03/01/17,01:10:10,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:11:11,INFO,Exception Occurred - Login successful.
03/01/17,01:12:12,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:13:13,FATAL,Out of memory.
03/01/17,01:14:14,WARN,Deprecated method used.
03/01/17,01:15:15,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:16:16,INFO,Exception Occurred - Login successful.
03/01/17,01:17:17,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:18:18,FATAL,Out of memory.
03/01/17,01:19:19,WARN,Deprecated method used.
03/01/17,01:20:20,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:21:21,INFO,Exception Occurred - Login successful.
03/01/17,01:22:22,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:23:23,FATAL,Out of memory.
03/01/17,01:24:24,WARN,Deprecated method used.
03/01/17,01:25:25,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:26:26,INFO,Exception Occurred - Login successful.
03/01/17,01:27:27,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:28:28,FATAL,Out of memory.
03/01/17,01:29:29,WARN,Deprecated method used.
03/01/17,01:30:30,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:31:31,INFO,Exception Occurred - Login successful.
03/01/17,01:32:32,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:33:33,FATAL,Out of memory.
03/01/17,01:34:34,WARN,Deprecated method used.
03/01/17,01:35:35,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:36:36,INFO,Exception Occurred - Login successful.
03/01/17,01:37:37,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:38:38,FATAL,Out of memory.
03/01/17,01:39:39,WARN,Deprecated method used.
03/01/17,01:40:40,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:41:41,INFO,Exception Occurred - Login successful.
03/01/17,01:42:42,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:43:43,FATAL,Out of memory.
03/01/17,01:44:44,WARN,Deprecated method used.
03/01/17,01:45:45,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:46:46,INFO,Exception Occurred - Login successful.
03/01/17,01:47:47,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:48:48,FATAL,Out of memory.
03/01/17,01:49:49,WARN,Deprecated method used.
03/01/17,01:50:50,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:51:51,INFO,Exception Occurred - Login successful.
03/01/17,01:52:52,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:53:53,FATAL,Out of memory.
03/01/17,01:54:54,WARN,Deprecated method used.
03/01/17,01:55:55,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,01:56:56,INFO,Exception Occurred - Login successful.
03/01/17,01:57:57,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,01:58:58,FATAL,Out of memory.
03/01/17,01:59:59,WARN,Deprecated method used.
03/01/17,02:00:00,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,02:01:01,INFO,Exception Occurred - Login successful.
03/01/17,02:02:02,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,02:03:03,FATAL,Out of memory.
03/01/17,02:04:04,WARN,Deprecated method used.
03/01/17,02:05:05,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,02:06:06,INFO,Exception Occurred - Login successful.
03/01/17,02:07:07,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,02:08:08,FATAL,Out of memory.
03/01/17,02:09:09,WARN,Deprecated method used.
03/01/17,02:10:10,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,02:11:11,INFO,Exception Occurred - Login successful.
03/01/17,02:12:12,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,02:13:13,FATAL,Out of memory.
03/01/17,02:14:14,WARN,Deprecated method used.
03/01/17,02:15:15,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,02:16:16,INFO,Exception Occurred - Login successful.
03/01/17,02:17:17,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,02:18:18,FATAL,Out of memory.
03/01/17,02:19:19,WARN,Deprecated method used.
03/01/17,02:20:20,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,02:21:21,INFO,Exception Occurred - Login successful.
03/01/17,02:22:22,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,02:23:23,FATAL,Out of memory.
03/01/17,02:24:24,WARN,Deprecated method used.
03/01/17,02:25:25,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,02:26:26,INFO,Exception Occurred - Login successful.
03/01/17,02:27:27,DEBUG,"Received fetched application details for user ""abc""."
03/01/17,02:28:28,FATAL,Out of memory.
03/01/17,02:29:29,WARN,Deprecated method used.
03/01/17,02:30:30,ERROR ,"Exception Occurred - Login failed, invalid password."
03/01/17,02:31:31,INFO,Exception Occurred - Login successful.
